"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"3108","동물병원","02_03_01_P","3780000","378000001020000004","2000-06-22","","03","폐업","0002","폐업","2003-04-07","","","","735-7512","0","","경기도 성남시 중원구 중앙동 443번지","경기도 성남시 중원구 산성대로 322-2 (중앙동)","","희망동물병원","2003-04-15 11:22:52","I","2018-08-31 23:59:59","","213377.889369896","437788.614694426","동물병원","","000","",
"3109","동물병원","02_03_01_P","3780000","378000001020010001","2001-03-03","","03","폐업","0002","폐업","2004-05-06","","","","757-7511","0","","경기도 성남시 중원구 성남동 4170번지","경기도 성남시 중원구 성남대로 1139 (성남동)","","그린동물병원","2004-05-06 13:38:57","I","2018-08-31 23:59:59","","211324.060484093","436592.845802119","동물병원","","000","",
"3110","동물병원","02_03_01_P","3780000","378000001020010002","2001-03-03","","03","폐업","0002","폐업","2012-03-22","","","","718-7282","0","","경기도 성남시 분당구 구미동 185-5번지","경기도 성남시 분당구 성남대로 30 (구미동)","","현대동물병원","2012-03-22 10:13:44","I","2018-08-31 23:59:59","","209626.917756254","426267.516779548","동물병원","","000","",
"3111","동물병원","02_03_01_P","3780000","378000001020010003","2001-03-03","","03","폐업","0002","폐업","2004-12-07","","","","735-1942","0","","경기도 성남시 수정구 신흥동 3777번지","경기도 성남시 수정구 시민로 146 (신흥동)","","고려동물병원","2004-12-07 11:56:29","I","2018-08-31 23:59:59","","212675.817130667","437685.299654938","동물병원","","000","",
"3112","동물병원","02_03_01_P","3930000","393000001020080001","2008-01-10","","03","폐업","0002","폐업","2015-10-21","","","","031-403-4082","15","","경기도 안산시 단원구 고잔동 717번지 강희오피스텔 106호","경기도 안산시 단원구 광덕대로 145 (고잔동,강희오피스텔 106호)","","준동물병원","2015-10-21 16:00:28","I","2018-08-31 23:59:59","","184769.49756348","423072.669991559","동물병원","","000","",
"3113","동물병원","02_03_01_P","3930000","393000001020080002","2008-02-21","","03","폐업","0002","폐업","2009-02-18","","","","031-403-1268","16","","경기도 안산시 단원구 선부동 1087-29번지","경기도 안산시 단원구 선부로 199 (선부동)","","애견마을동물병원","2009-02-18 10:07:25","I","2018-08-31 23:59:59","","183723.11","426659.055","동물병원","","000","",
"3114","동물병원","02_03_01_P","3780000","378000001020010006","2001-07-27","","03","폐업","0002","폐업","2006-02-08","","","","","0","","경기도 성남시 수정구 신흥동 923-1   번지","","","한솔동물병원","2006-02-08 14:49:28","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"3115","동물병원","02_03_01_P","3780000","378000001020010008","2001-12-01","","03","폐업","0002","폐업","2004-01-05","","","","751-9725","0","","경기도 성남시 중원구 하대원동 100-3   번지","","","서현동물병원","2004-01-05 11:48:23","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"3116","동물병원","02_03_01_P","3780000","378000001020020001","2002-04-13","","03","폐업","0002","폐업","2016-03-02","","","","703-7582","0","","경기도 성남시 분당구 야탑동 352-1번지","경기도 성남시 분당구 성남대로925번길 19 (야탑동)","","탑동물병원","2016-03-03 10:18:01","I","2018-08-31 23:59:59","","211116.41205637","434446.629367517","동물병원","","000","",
"3117","동물병원","02_03_01_P","3780000","378000001020020002","2002-07-12","","03","폐업","0002","폐업","2004-11-23","","","","741-8119","0","","경기도 성남시 중원구 금광동 7번지","경기도 성남시 중원구 희망로 442 (금광동)","","서울동물병원","2004-11-23 11:31:01","I","2018-08-31 23:59:59","","213893.624911779","438041.173983934","동물병원","","000","",
"3118","동물병원","02_03_01_P","3780000","378000001020020003","2002-07-24","","03","폐업","0002","폐업","2003-06-09","","","","732-6119","0","","경기도 성남시 중원구 중앙동 149번지","경기도 성남시 중원구 산성대로 346 (중앙동)","","패미폐츠동물병원","2003-06-09 17:15:32","I","2018-08-31 23:59:59","","213645.048175871","437950.634245052","동물병원","","000","",
"3119","동물병원","02_03_01_P","3780000","378000001020020004","2002-09-11","","03","폐업","0002","폐업","2009-07-24","","","","719-5725","0","","경기도 성남시 분당구 정자동 47-9번지","경기도 성남시 분당구 내정로129번길 2 (정자동)","","우리동물병원","2009-07-24 10:41:51","I","2018-08-31 23:59:59","","210206.24991292","429954.469937928","동물병원","","000","",
"3120","동물병원","02_03_01_P","3780000","378000001020020005","2002-11-22","","03","폐업","0002","폐업","2008-10-14","","","","705-7776","0","","경기도 성남시 분당구 서현동 261-1번지","경기도 성남시 분당구 황새울로335번길 11 (서현동)","","아프리카동물병원","2008-10-14 11:46:12","I","2018-08-31 23:59:59","","210664.080498277","431614.804034864","동물병원","","000","",
"3121","동물병원","02_03_01_P","3780000","378000001020020006","2002-12-07","","03","폐업","0002","폐업","2003-04-15","","","","781-7119","0","","경기도 성남시 분당구 분당동 103-9번지","경기도 성남시 분당구 서현로439번길 13 (분당동)","","패미폐츠동물병원","2003-04-15 16:03:02","I","2018-08-31 23:59:59","","212838.059068251","430329.424938234","동물병원","","000","",
"3122","동물병원","02_03_01_P","3780000","378000001020030002","2003-01-16","","03","폐업","0002","폐업","2013-12-30","","","","721-2423","0","","경기도 성남시 수정구 수진동 53번지","경기도 성남시 수정구 수정로 110 (수진동)","","서울동물병원","2013-12-31 09:25:29","I","2018-08-31 23:59:59","","211667.538113644","437651.304674618","동물병원","","000","",
"3123","동물병원","02_03_01_P","3780000","378000001020030003","2003-01-17","","03","폐업","0002","폐업","2007-04-25","","","","031-730-7288","0","","경기도 성남시 중원구 상대원동 358-11번지","경기도 성남시 중원구 사기막골로62번길 61 (상대원동)","","(주)인트론바이오테크놀로지","2007-04-25 10:41:45","I","2018-08-31 23:59:59","","215720.723541906","436960.387677915","동물병원","","L00","",
"3124","동물병원","02_03_01_P","3780000","378000001020030004","2003-01-29","","03","폐업","0002","폐업","2007-09-05","","","","701-2552","0","","경기도 성남시 분당구 야탑동 533-8번지","경기도 성남시 분당구 판교로 445 (야탑동)","","훼미리","2007-09-12 10:59:26","I","2018-08-31 23:59:59","","210849.611788576","433746.502652718","동물병원","","000","",
"3125","동물병원","02_03_01_P","3780000","378000001020030005","2003-02-13","","03","폐업","0002","폐업","2015-09-14","","","","716-7975","0","","경기도 성남시 분당구 수내동 19-3번지","경기도 성남시 분당구 백현로101번길 16 (수내동)","","도그랜드","2015-09-14 09:57:48","I","2018-08-31 23:59:59","","209928.434727344","430567.943405586","동물병원","","000","",
"3126","동물병원","02_03_01_P","3780000","378000001020030006","2003-03-08","","03","폐업","0002","폐업","2018-04-05","","","","746-9725","0","","경기도 성남시 중원구 상대원동 2314번지","경기도 성남시 중원구 금상로 74 (상대원동)","","한사랑동물병원","2018-04-05 13:07:44","I","2018-08-31 23:59:59","","214427.515016119","437697.974959472","동물병원","","000","",
"3127","동물병원","02_03_01_P","3780000","378000001020030007","2003-04-09","","03","폐업","0002","폐업","2007-08-01","","","","735-3512","0","","경기도 성남시 중원구 중앙동 443번지","경기도 성남시 중원구 산성대로 322-2 (중앙동)","","희망동물병원","2007-08-01 13:27:20","I","2018-08-31 23:59:59","","213377.889369896","437788.614694426","동물병원","","000","",
"3128","동물병원","02_03_01_P","3780000","378000001020030008","2003-05-06","","03","폐업","0002","폐업","2008-04-16","","","","706-7588","0","","경기도 성남시 분당구 야탑동 367-5번지 110호","경기도 성남시 분당구 성남대로916번길 20, 110호 (야탑동)","","우리들 동물병원","2008-04-16 14:39:28","I","2018-08-31 23:59:59","","211418.841382879","434234.793839205","동물병원","","000","",
"3129","동물병원","02_03_01_P","3780000","378000001020030009","2003-05-13","","03","폐업","0002","폐업","2004-12-22","","","","","0","","경기도 성남시 분당구 서현동 246-6   번지 현대플라자 102호","","","아마존동물병원","2004-12-22 15:00:43","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"3130","동물병원","02_03_01_P","3930000","393000001020040004","2004-05-17","","03","폐업","0002","폐업","2008-04-01","","","","031-409-2145","0","","경기도 안산시 상록구 본오동 877-8번지 보노피아빌딩 106호","","","윤동물병원","2008-04-01 16:47:32","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"3131","동물병원","02_03_01_P","3780000","378000001020040005","2004-01-29","","03","폐업","0002","폐업","2010-11-11","","","","714-8391","0","","경기도 성남시 분당구 수내동 87-1번지","경기도 성남시 분당구 불정로 266 (수내동)","","펫플러스 동물병원","2010-11-11 15:59:52","I","2018-08-31 23:59:59","","211239.634498391","429456.03659767","동물병원","","000","",
"3132","동물병원","02_03_01_P","3780000","378000001020080008","2008-06-30","","03","폐업","0002","폐업","2019-01-10","","","","715-3575","0","","경기도 성남시 분당구 정자동 117-1번지 스포라이프 스포츠센타 107호","경기도 성남시 분당구 내정로 58, 스포라이프 스포츠센타 107호 (정자동)","13607","분당아마존동물병원","2019-03-12 13:17:20","U","2019-03-14 02:40:00","","210134.637941368","429264.635322598","동물병원","","000","",
"3133","동물병원","02_03_01_P","3780000","378000001020080010","2008-12-03","","03","폐업","0002","폐업","2011-01-11","","","","031-755-9429","0","","경기도 성남시 수정구 태평동 3474번지","경기도 성남시 수정구 탄리로 88-2 (태평동)","","태평 동물병원","2011-01-11 16:23:24","I","2018-08-31 23:59:59","","211927.015697043","437967.873909109","동물병원","","000","",
"3134","동물병원","02_03_01_P","3780000","378000001020150002","2015-04-15","","03","폐업","0002","폐업","2019-03-05","","","","715-2288","","","경기도 성남시 분당구 정자동 17-5번지","경기도 성남시 분당구 성남대로 349, 103호 (정자동)","13558","비포유 동물병원","2019-03-05 16:40:53","U","2019-03-07 02:40:00","","209468.85942573","429475.800850246","동물병원","","000","",
"3135","동물병원","02_03_01_P","3780000","378000001020150004","2015-07-31","","03","폐업","0002","폐업","2017-03-31","","","","8016-5559","","","경기도 성남시 분당구 판교동 497번지","경기도 성남시 분당구 서판교로 160, 101호 (판교동)","13473","동물병원 돌봄","2017-03-28 17:25:20","I","2018-08-31 23:59:59","","208324.048573148","433133.481483169","동물병원","","000","",
"3136","동물병원","02_03_01_P","3780000","378000001020150005","2015-08-12","","03","폐업","0002","폐업","2016-10-31","","","2016-10-31","708-7553","0","","경기도 성남시 분당구 운중동 943번지","경기도 성남시 분당구 운중로 132, 110호 (운중동, 큐브타워)","13466","라온 동물병원","2016-11-08 10:29:11","I","2018-08-31 23:59:59","","206813.31888957","432136.623634142","동물병원","","000","",
"3137","동물병원","02_03_01_P","3780000","378000001020090002","2009-03-12","","03","폐업","0002","폐업","2012-03-07","","","","752-7570","0","","경기도 성남시 분당구 야탑동 368-7번지","경기도 성남시 분당구 야탑로111번길 5-1 (야탑동)","","이동훈 동물병원","2012-03-07 10:29:15","I","2018-08-31 23:59:59","","211524.417400644","434220.015207004","동물병원","","000","",
"3138","동물병원","02_03_01_P","3780000","378000001020090006","2009-07-15","","03","폐업","0002","폐업","2017-10-25","","","","705-8275","0","","경기도 성남시 분당구 서현동 94번지 현대상가 156동","경기도 성남시 분당구 중앙공원로40번길 8, 156동 (서현동,현대상가)","","내사랑 동물병원","2017-10-25 15:09:54","I","2018-08-31 23:59:59","","211462.754186616","430856.274957711","동물병원","","000","",
"3139","동물병원","02_03_01_P","3780000","378000001020120007","2012-07-06","","03","폐업","0002","폐업","","","","","758-3119","38.3","","경기도 성남시 수정구 태평동 6513번지 삼능스페이스향 104호","경기도 성남시 수정구 성남대로 1238, 104호 (태평동, 삼능스페이스향)","13311","태평역 동물병원","2020-01-16 11:26:59","U","2020-01-18 02:40:00","","211272.505424926","437585.571978087","동물병원","","000","",
"3140","동물병원","02_03_01_P","3780000","378000001020130003","2013-02-13","","03","폐업","0002","폐업","2022-12-28","","","","031-8017-6125","178.61","","경기도 성남시 분당구 삼평동 740 판교 호반 써밋 플레이스","경기도 성남시 분당구 동판교로177번길 25, 101,102,103호 (삼평동, 판교 호반 써밋 플레이스)","13525","알로하 동물병원","2022-12-29 09:07:52","U","2022-12-31 02:40:00","","209983.108079333","432804.509294042","동물병원","","000","0",
"3141","동물병원","02_03_01_P","3780000","378000001020130004","2013-02-21","","03","폐업","0002","폐업","2015-06-15","","","","031-709-0240","76.85","","경기도 성남시 분당구 운중동 970-7번지 지층","경기도 성남시 분당구 산운로160번길 20-6, 지층 (운중동)","13461","비전FLC","2015-06-15 14:13:26","I","2018-08-31 23:59:59","","206908.686221544","432286.055095099","동물병원","","000","",
"3142","동물병원","02_03_01_P","3780000","378000001020040018","2004-11-26","","03","폐업","0002","폐업","2005-04-12","","","","741-0166","0","","경기도 성남시 중원구 금광동 7번지","경기도 성남시 중원구 희망로 442 (금광동)","","서울동물병원","2005-04-12 15:29:41","I","2018-08-31 23:59:59","","213893.624911779","438041.173983934","동물병원","","000","",
"3143","동물병원","02_03_01_P","3780000","378000001020040019","2004-11-29","","03","폐업","0002","폐업","2005-10-10","","","","711-8392","0","","경기도 성남시 분당구 정자동 14-1   번지","","","정자펫플러스 동물병원","2005-10-10 14:13:47","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"3144","동물병원","02_03_01_P","3780000","378000001020150007","2015-10-22","","03","폐업","0002","폐업","2020-01-31","","","","707-7525","","","경기도 성남시 분당구 백현동 558번지","경기도 성남시 분당구 판교역로 72, 상가동 101호 (백현동, 백현마을8단지아파트)","13536","판교두두 동물병원","2020-01-31 09:35:37","U","2020-02-02 02:40:00","","209652.151745185","431687.506130472","동물병원","","000","",
"3145","동물병원","02_03_01_P","3780000","378000001020160001","2016-04-11","","03","폐업","0002","폐업","2016-08-16","","","","031-723-9567","0","","경기도 성남시 중원구 하대원동 100-3번지","경기도 성남시 중원구 성남대로 1108, 101호 (하대원동, 와이엠프라젠)","13385","닥터독 동물병원","2016-08-17 13:48:50","I","2018-08-31 23:59:59","","211449.279485198","436292.223042642","동물병원","","000","",
"3146","동물병원","02_03_01_P","3780000","378000001020160004","2016-04-28","","03","폐업","0002","폐업","2018-08-16","","","","711-6775","0","","경기도 성남시 분당구 정자동 180번지 미켈란쉐르빌 116호","경기도 성남시 분당구 정자일로 100, 116호 (정자동, 미켈란쉐르빌)","13562","라인 동물병원","2018-08-16 16:32:51","I","2018-08-31 23:59:59","","209409.021126968","428565.151174027","동물병원","","000","",
"3147","동물병원","02_03_01_P","3780000","378000001020160005","2016-05-24","","03","폐업","0002","폐업","2019-07-12","","","","8017-7511","","","경기도 성남시 분당구 운중동 940번지","경기도 성남시 분당구 운중로 142, 2층 (운중동, 판교메디칼타워)","13466","장재영외과동물병원","2019-07-12 18:27:11","U","2019-07-14 02:40:00","","206910.998551811","432129.010258424","동물병원","","000","",
"3148","동물병원","02_03_01_P","3780000","378000001019950002","1995-07-03","","03","폐업","0002","폐업","2008-05-28","","","","758-5857","0","","경기도 성남시 수정구 태평동 3307-150 번지","","","비엔나 동물병원","2009-06-29 16:25:13","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"3149","동물병원","02_03_01_P","3780000","378000001020060005","2006-05-08","","03","폐업","0002","폐업","2018-02-02","","","","752-4113","0","","경기도 성남시 중원구 성남동 2026번지","경기도 성남시 중원구 시민로 117 (성남동)","","건국종합 동물병원","2018-02-02 14:45:28","I","2018-08-31 23:59:59","","212761.400949756","437409.286993622","동물병원","","000","",
"3150","동물병원","02_03_01_P","3780000","378000001020060007","2006-09-06","","03","폐업","0002","폐업","2007-08-20","","","","711-8392","0","","경기도 성남시 분당구 정자동 14-1   번지 동양파라곤상가2단지 104호","","","펫플러스동물병원","2007-08-20 17:35:29","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"3151","동물병원","02_03_01_P","3780000","378000001020070001","2007-01-24","","03","폐업","0002","폐업","2012-07-03","","","","758-3119","0","","경기도 성남시 수정구 태평동 6513번지 104호","경기도 성남시 수정구 성남대로 1238, 104호 (태평동)","","태평역동물병원","2012-07-03 14:28:59","I","2018-08-31 23:59:59","","211272.505424926","437585.571978087","동물병원","","000","",
"3152","동물병원","02_03_01_P","3780000","378000001020070002","2007-05-02","","03","폐업","0002","폐업","2007-08-03","","","","713-8391","0","","경기도 성남시 분당구 정자동 17-1   번지 젤존타워 117호","","","펫플러스 동물병원","2007-08-03 16:42:08","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"3153","동물병원","02_03_01_P","3780000","378000001020070003","2007-07-23","","03","폐업","0002","폐업","2012-02-20","","","","718-8275","0","","경기도 성남시 분당구 수내동 8-9   번지 수내프자자 315호","","","함께 행복한 동물병원","2012-02-20 11:38:31","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"3154","동물병원","02_03_01_P","3780000","378000001020070004","2007-08-03","","03","폐업","0002","폐업","2007-08-20","","","","711-8392","0","","경기도 성남시 분당구 정자동 17-1번지 젤존타워 117호","경기도 성남시 분당구 느티로 16, 117호 (정자동,젤존타워)","","펫플러스 동물병원","2007-08-20 17:37:12","I","2018-08-31 23:59:59","","209344.872072563","429572.831324256","동물병원","","000","",
"3155","동물병원","02_03_01_P","3780000","378000001020100009","2010-11-16","","03","폐업","0002","폐업","2011-05-04","","","","714-8392","0","","경기도 성남시 분당구 수내동 87-1번지 201호","경기도 성남시 분당구 불정로 266, 201호 (수내동)","","펫플러스 동물병원","2011-05-04 14:12:08","I","2018-08-31 23:59:59","","211239.634498391","429456.03659767","동물병원","","000","",
"3156","동물병원","02_03_01_P","3780000","378000001020110003","2011-02-25","","03","폐업","0002","폐업","2016-05-31","","","","718-8276","0","","경기도 성남시 분당구 정자동 219-3번지 리더스플라자 104호","경기도 성남시 분당구 불곡로 4, 104호 (정자동, 리더스플라자)","13604","행복이 있는 동물병원 정자점","2016-05-27 15:30:55","I","2018-08-31 23:59:59","","210821.835896495","428601.909355725","동물병원","","000","",
"3157","동물병원","02_03_01_P","3780000","378000001020110004","2011-03-24","","03","폐업","0002","폐업","","","","","711-1911","0","","경기도 성남시 분당구 정자동 211번지","경기도 성남시 분당구 불정로 134 (정자동)","13605","Wellness Clinic 동물병원","2013-10-01 16:57:03","I","2018-08-31 23:59:59","","210542.529800466","428535.664844133","동물병원","","000","",
"3158","동물병원","02_03_01_P","3780000","378000001020110005","2011-04-07","","03","폐업","0002","폐업","2015-03-02","","","","031-755-9429","0","","경기도 성남시 수정구 태평동 3502번지","경기도 성남시 수정구 수정로 139 (태평동)","","교보 동물병원","2015-03-02 16:16:05","I","2018-08-31 23:59:59","","211928.624166475","437799.863191169","동물병원","","000","",
"3159","동물병원","02_03_01_P","3780000","378000001019960001","1996-01-27","","03","폐업","0002","폐업","2009-03-10","","","","741-8519","0","","경기도 성남시 중원구 상대원동 1977번지 1층","경기도 성남시 중원구 희망로 312 (상대원동,1층)","","이동훈동물병원","2009-03-10 10:05:02","I","2018-08-31 23:59:59","","214044.734937774","436892.658958017","동물병원","","000","",
"3160","동물병원","02_03_01_P","3780000","378000001020070005","2007-08-16","","03","폐업","0002","폐업","2009-06-29","","","","721-4111","0","","경기도 성남시 수정구 태평동 3659번지","경기도 성남시 수정구 수정로 131 (태평동)","","건국동물병원","2009-06-29 16:29:06","I","2018-08-31 23:59:59","","211845.269218287","437775.729346423","동물병원","","000","",
"3161","동물병원","02_03_01_P","3780000","378000001020070006","2007-08-17","","03","폐업","0002","폐업","2008-07-07","","","","755-9429","0","","경기도 성남시 수정구 태평동 3469번지","경기도 성남시 수정구 탄리로 94 (태평동)","","태평동물병원","2008-07-07 09:23:35","I","2018-08-31 23:59:59","","211906.423181217","438019.346426453","동물병원","","000","",
"3162","동물병원","02_03_01_P","3780000","378000001020070007","2007-08-17","","03","폐업","0002","폐업","2008-04-02","","","","735-7512","0","","경기도 성남시 중원구 중앙동 443번지","경기도 성남시 중원구 산성대로 322-2 (중앙동)","","우리들동물병원","2008-04-02 22:08:47","I","2018-08-31 23:59:59","","213377.889369896","437788.614694426","동물병원","","000","",
"3163","동물병원","02_03_01_P","3780000","378000001020030013","2003-07-31","","03","폐업","0002","폐업","2005-05-20","","","","741-1799","0","","경기도 성남시 중원구 금광동 4614번지","경기도 성남시 중원구 산성대로 430 (금광동)","","캐비어동물병원 본원","2005-05-20 10:58:07","I","2018-08-31 23:59:59","","214052.734132851","438660.232859687","동물병원","","000","",
"3164","동물병원","02_03_01_P","3780000","378000001020030014","2003-08-20","","03","폐업","0002","폐업","2005-01-04","","","","031-758-2962","0","","경기도 성남시 중원구 하대원동 100번지","","","제일동물병원","2005-01-04 11:37:46","I","2018-08-31 23:59:59","","211436.738423486","436357.972545341","동물병원","","000","",
"3165","동물병원","02_03_01_P","3780000","378000001020030015","2003-10-09","","03","폐업","0002","폐업","2007-08-09","","","","721-4111","0","","경기도 성남시 수정구 태평동 3669번지","경기도 성남시 수정구 수정로 127-1 (태평동)","","건국동물병원","2007-08-09 17:36:09","I","2018-08-31 23:59:59","","211815.097588036","437758.61171131","동물병원","","000","",
"3166","동물병원","02_03_01_P","3780000","378000001020030016","2003-12-16","","03","폐업","0002","폐업","2012-06-12","","","","713-9981","0","","경기도 성남시 분당구 구미동 205-1   번지","","","애니스동물병원","2012-06-12 14:14:13","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"3167","동물병원","02_03_01_P","3780000","378000001020040001","2004-01-07","","03","폐업","0002","폐업","2005-02-01","","","","732-6119","0","","경기도 성남시 중원구 중앙동 149번지","경기도 성남시 중원구 산성대로 346 (중앙동)","","페미팻동물병원","2005-02-01 11:16:14","I","2018-08-31 23:59:59","","213645.048175871","437950.634245052","동물병원","","000","",
"3168","동물병원","02_03_01_P","3780000","378000001020130005","2013-03-18","","03","폐업","0002","폐업","","","","","719-9545","203.85","","경기도 성남시 분당구 금곡동 143번지 성원상가1,2층","경기도 성남시 분당구 미금로 251, 112,201,202,203호 (금곡동, 성원상가)","13618","동물병원루니","2017-04-28 11:37:43","I","2018-08-31 23:59:59","","209687.824618329","427827.341314094","동물병원","","000","",
"3169","동물병원","02_03_01_P","3780000","378000001020040020","2004-12-09","","03","폐업","0002","폐업","2005-07-20","","","","721-4111","0","","경기도 성남시 중원구 성남동 2026번지","경기도 성남시 중원구 시민로 117 (성남동)","","건국종합동물병원","2005-07-20 14:06:35","I","2018-08-31 23:59:59","","212761.400949756","437409.286993622","동물병원","","000","",
"3170","동물병원","02_03_01_P","3780000","378000001020040021","2004-12-09","","03","폐업","0002","폐업","2022-12-01","","","","735-1942","72.38","","경기도 성남시 수정구 신흥동 3777","경기도 성남시 수정구 시민로 146 (신흥동)","13352","고려애견종합병원","2022-12-15 19:16:47","U","2022-12-17 02:40:00","","212675.817130667","437685.299654938","동물병원","","000","0",
"3171","동물병원","02_03_01_P","3780000","378000001020050001","2005-01-07","","03","폐업","0002","폐업","2005-12-21","","","","707-3334","0","","경기도 성남시 분당구 서현동 246-6   번지 서현현대플라자","","","사랑이가득한동물병원","2005-12-21 15:42:13","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"3172","동물병원","02_03_01_P","3780000","378000001020050002","2005-01-29","","03","폐업","0002","폐업","2007-02-27","","","","717-8823","0","","경기도 성남시 분당구 수내동 63-1번지","경기도 성남시 분당구 내정로166번길 43 (수내동)","","상아동물병원","2007-02-27 10:19:58","I","2018-08-31 23:59:59","","210790.640989766","429818.966474165","동물병원","","000","",
"3173","동물병원","02_03_01_P","3780000","378000001020050003","2005-03-10","","03","폐업","0002","폐업","2005-12-21","","","","712-2871","0","","경기도 성남시 분당구 수내동 6-3번지","경기도 성남시 분당구 황새울로258번길 25 (수내동)","","쥬쥬시티 동물병원","2005-12-21 15:43:36","I","2018-08-31 23:59:59","","210294.935","430822.715","동물병원","","000","",
"3174","동물병원","02_03_01_P","3780000","378000001020050005","2005-04-14","","03","폐업","0002","폐업","2005-12-29","","","","741-8119","0","","경기도 성남시 중원구 금광동 7번지","경기도 성남시 중원구 희망로 442 (금광동)","","서울동물병원","2005-12-29 11:12:53","I","2018-08-31 23:59:59","","213893.624911779","438041.173983934","동물병원","","000","",
"3175","동물병원","02_03_01_P","3780000","378000001020050006","2005-05-23","","03","폐업","0002","폐업","2020-04-24","","","","741-1798","374.35","","경기도 성남시 중원구 금광동 4614번지 태종빌딩","경기도 성남시 중원구 산성대로 430, 태종빌딩 (금광동)","13170","캐비어동물메디컬센터","2020-04-24 17:05:49","U","2020-04-26 02:40:00","","214052.734132851","438660.232859687","동물병원","","000","",
"3176","동물병원","02_03_01_P","3780000","378000001020050007","2005-05-23","","03","폐업","0002","폐업","2010-06-21","","","","031-722-1612","0","","경기도 성남시 중원구 하대원동 100번지","","","제일동물병원","2010-06-21 11:52:39","I","2018-08-31 23:59:59","","211436.738423486","436357.972545341","동물병원","","000","",
"3177","동물병원","02_03_01_P","3780000","378000001020040002","2004-01-07","","03","폐업","0002","폐업","2004-08-05","","","","715-7922","0","","경기도 성남시 분당구 금곡동 172번지 우성씨티밸리 110호","경기도 성남시 분당구 성남대로171번길 17, 110호 (금곡동,우성씨티밸리)","","금곡동물병원","2004-08-05 17:45:13","I","2018-08-31 23:59:59","","209393.18973383","427682.385334697","동물병원","","000","",
"3178","동물병원","02_03_01_P","3780000","378000001020040003","2004-01-08","","03","폐업","0002","폐업","2010-12-31","","","","781-7525","0","","경기도 성남시 분당구 분당동 90-1   번지","","","효자동물병원","2010-12-31 11:49:27","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"3179","동물병원","02_03_01_P","3220000","322000001020030009","2003-03-26","","03","폐업","0002","폐업","2003-11-03","","","","","23.85","","서울특별시 강남구 논현동 122-20  번지","","","퍼피앤조이동물병원","2003-11-03 20:31:36","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"3180","동물병원","02_03_01_P","3220000","322000001020030010","2003-05-01","","03","폐업","0002","폐업","2013-03-29","","","","555-2272","0","","서울특별시 강남구 대치동 500번지 우성APT상가 B110호","서울특별시 강남구 남부순환로 2912 (대치동,우성APT상가 B110호)","","펫프렌즈 동물의료센터","2013-03-29 13:27:40","I","2018-08-31 23:59:59","","204992.451561361","443183.576115254","동물병원","","L00","",
"3181","동물병원","02_03_01_P","3220000","322000001020030011","2003-06-20","","03","폐업","0002","폐업","2015-09-15","","","","02-501-8275","0","","서울특별시 강남구 대치동 941-24번지 외1필지","서울특별시 강남구 도곡로 447 (대치동,외1필지)","","베스트동물병원","2015-09-15 16:59:15","I","2018-08-31 23:59:59","","205182.201663636","444063.821506001","동물병원","","000","",
"3182","동물병원","02_03_01_P","3220000","322000001020030012","2003-07-10","","03","폐업","0002","폐업","2006-08-29","","","","","0","","서울특별시 강남구 논현동 183-13  번지","","","더독동물병원","2006-08-29 13:22:51","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"3183","동물병원","02_03_01_P","3220000","322000001020050003","2005-02-05","","03","폐업","0002","폐업","2006-03-10","","","","02-564-4575","0","","서울특별시 강남구 대치동 957-28  번지","","","준동물병원","2006-03-10 15:32:06","I","2018-08-31 23:59:59","","","","동물병원","","000","",
"3184","동물병원","02_03_01_P","3220000","322000001020050005","2005-03-04","","03","폐업","0002","폐업","2017-04-08","","","","02-555-6835","0","","서울특별시 강남구 대치동 911번지","서울특별시 강남구 역삼로 442 (대치동)","","원동물병원","2017-04-03 15:22:21","I","2018-08-31 23:59:59","","204831.182562062","444403.085286196","동물병원","","000","",
"3185","동물병원","02_03_01_P","3220000","322000001020100003","2010-02-22","","03","폐업","0002","폐업","2019-02-08","","","","02-544-9988","0","","서울특별시 강남구 논현동 58-2번지 마일스디오빌 114,115호","서울특별시 강남구 학동로 165 (논현동,마일스디오빌 114,115호)","","학동24시동물병원","2019-02-11 09:23:19","U","2019-02-13 02:40:00","","202484.065140723","445740.326734106","동물병원","","000","",
